,cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
509,255,9,94,59,48,11,115,28,823
510,255,9,94,93,44,11,115,7,504
511,255,9,94,93,44,11,115,56,794
512,255,9,94,59,48,11,115,3,376
513,255,9,94,59,48,11,115,7,538
514,255,9,94,59,48,11,115,56,830
515,98,1,107,174,1,123,204,28,194
516,98,1,107,174,1,123,204,3,35
517,98,1,107,174,1,123,204,7,107
518,98,1,107,174,1,123,204,56,212
519,165,3,107,98,18,29,204,28,592
520,165,3,107,98,18,29,204,3,81
521,165,3,107,98,18,29,204,7,230
522,165,3,107,98,18,29,204,56,607
523,234,7,107,21,67,123,204,28,786
524,234,7,107,21,67,123,204,28,764
525,234,7,107,21,67,123,204,3,253
526,234,7,107,21,67,123,204,3,217
527,234,7,107,21,67,123,204,7,446
528,234,7,107,21,67,123,204,7,498
529,234,7,107,21,67,123,204,56,814
530,234,7,107,21,67,123,204,56,801
531,258,0,0,184,0,26,80,28,224
532,172,0,0,143,0,88,289,90,374
533,172,0,0,143,0,88,289,3,56
534,250,0,0,143,0,119,183,3,157
535,250,0,0,143,0,119,183,90,652
536,250,0,0,143,0,119,183,28,525
537,265,0,0,143,0,115,74,28,595
538,265,0,0,143,0,115,74,7,431
539,265,0,0,143,0,115,74,90,715
540,265,0,0,143,0,115,74,3,236
541,221,0,0,143,0,108,247,3,118
542,139,0,0,143,0,71,300,90,190
543,139,0,0,143,0,71,300,7,40
544,172,0,0,143,0,88,289,7,97
545,139,0,0,143,0,71,300,28,153
546,221,0,0,143,0,108,247,28,370
547,221,0,0,143,0,108,247,7,214
548,172,0,0,143,0,88,289,28,264
549,221,0,0,143,0,108,247,90,562
550,250,0,0,143,0,119,183,7,300
551,139,0,0,143,0,71,300,3,22
552,60,167,0,121,0,222,95,7,31
553,127,184,0,121,0,122,29,7,258
554,126,103,0,121,0,222,95,7,119
555,85,177,0,121,0,203,77,28,305
556,94,180,0,121,0,184,65,28,382
557,141,123,0,121,0,213,85,7,132
558,153,133,0,121,0,203,77,7,163
559,127,184,0,121,0,122,29,28,519
560,111,94,0,121,0,235,106,28,270
561,251,0,0,121,0,222,95,28,400
562,245,0,0,121,0,228,101,7,228
563,100,182,0,121,0,167,48,7,189
564,60,167,0,121,0,222,95,28,177
565,177,0,0,121,0,267,148,7,101
566,141,123,0,121,0,213,85,28,373
567,99,76,0,121,0,256,130,7,58
568,251,0,0,121,0,222,95,7,259
569,243,0,0,121,0,271,178,28,199
570,177,0,0,121,0,267,148,28,256
571,114,183,0,121,0,142,34,28,529
572,111,94,0,121,0,235,106,7,73
573,203,157,0,121,0,167,48,28,500
574,9,150,0,121,0,256,130,7,15
575,125,0,0,121,0,276,186,28,139
576,227,0,0,121,0,250,120,7,179
577,9,150,0,121,0,256,130,28,149
578,94,180,0,121,0,184,65,7,130
579,99,76,0,121,0,256,130,28,202
580,173,146,0,121,0,184,65,7,190
581,85,177,0,121,0,203,77,7,63
582,78,100,0,121,0,213,85,28,269
583,100,182,0,121,0,167,48,28,481
584,114,183,0,121,0,142,34,7,192
585,173,146,0,121,0,184,65,28,397
586,243,0,0,121,0,271,178,7,95
587,126,103,0,121,0,222,95,28,287
588,89,64,0,121,0,260,142,7,20
589,227,0,0,121,0,250,120,28,369
590,125,0,0,121,0,276,186,7,41
591,137,0,0,121,0,273,178,28,163
592,245,0,0,121,0,228,101,28,477
593,137,0,0,121,0,273,178,7,54
594,203,157,0,121,0,167,48,7,238
595,89,64,0,121,0,260,142,28,140
596,78,100,0,121,0,213,85,7,46
597,153,133,0,121,0,203,77,28,357
598,226,0,0,157,0,157,171,3,77
599,226,0,0,157,0,157,171,7,174
600,226,0,0,157,0,157,171,14,291
601,226,0,0,157,0,157,171,28,372
602,226,0,0,157,0,157,171,90,439
603,226,0,0,157,0,157,171,180,457
604,226,0,0,157,0,157,171,365,503
605,120,0,0,149,0,157,282,3,8
606,120,0,0,149,0,157,282,14,72
607,120,0,0,149,0,157,282,28,152
608,120,0,0,149,0,157,282,90,193
609,120,0,0,146,0,157,282,180,229
610,120,0,0,146,0,157,282,365,251
611,159,0,0,139,0,157,260,14,180
612,159,0,0,139,0,157,260,28,272
613,159,0,0,139,0,157,260,3,50
614,159,0,0,139,0,157,260,90,354
615,159,0,0,139,0,157,260,180,379
616,159,0,0,139,0,157,260,360,417
617,138,0,0,159,0,157,266,3,28
618,138,0,0,159,0,157,266,90,289
619,138,0,0,159,0,157,266,180,297
620,138,0,0,159,0,157,266,365,331
621,193,0,0,146,0,157,219,180,429
622,193,0,0,146,0,157,219,365,452
623,193,0,0,146,0,157,219,3,67
624,193,0,0,146,0,157,219,28,296
625,193,0,0,146,0,157,219,90,392
626,120,0,0,146,0,157,282,7,37
627,97,0,0,101,0,280,250,7,19
628,97,0,0,101,0,280,250,28,62
629,113,0,0,105,0,274,244,7,49
630,113,0,0,105,0,274,244,28,134
631,214,0,0,118,0,246,176,7,137
632,214,0,0,118,0,246,176,28,345
633,155,0,0,115,0,264,216,7,91
634,155,0,0,115,0,264,216,28,241
635,186,0,0,118,0,254,196,7,116
636,186,0,0,118,0,254,196,28,285
637,239,0,0,123,0,220,127,7,274
638,239,0,0,123,0,220,127,28,490
639,252,0,0,126,0,212,108,28,591
640,252,0,0,126,0,212,108,7,338
641,130,0,0,112,0,269,228,7,70
642,130,0,0,112,0,269,228,28,172
643,230,0,0,123,0,231,149,7,167
644,230,0,0,123,0,231,149,28,427
645,99,181,0,173,0,150,8,7,161
646,131,116,0,173,0,168,52,90,638
647,56,163,0,143,0,112,172,90,586
648,16,158,0,173,0,161,111,28,333
649,73,173,0,173,0,166,51,3,11
650,3,136,0,173,0,144,202,90,403
651,87,63,0,173,0,146,201,3,5
652,0,99,0,143,0,69,298,3,2
653,0,99,0,143,0,69,298,90,260
654,3,136,0,173,0,144,202,28,233
655,73,173,0,173,0,166,51,28,423
656,97,73,0,143,0,152,214,3,52
657,1,108,0,173,0,117,253,28,169
658,192,150,0,173,0,152,9,7,271
659,1,108,0,173,0,117,253,90,321
660,2,125,0,143,0,86,285,90,350
661,16,158,0,173,0,161,111,7,44
662,56,163,0,143,0,112,172,28,415
663,5,148,0,143,0,105,245,28,303
664,131,116,0,173,0,168,52,7,158
665,80,51,0,143,0,130,262,7,51
666,93,179,0,143,0,106,78,3,71
667,93,179,0,143,0,106,78,28,514
668,47,40,0,143,0,70,299,3,3
669,170,145,0,143,0,110,79,3,123
670,192,150,0,173,0,152,9,28,586
671,120,102,0,143,0,162,113,7,168
672,80,51,0,143,0,130,262,3,12
673,101,85,0,173,0,163,115,7,104
674,120,102,0,143,0,162,113,3,85
675,87,63,0,173,0,146,201,90,381
676,73,173,0,173,0,166,51,7,120
677,0,99,0,143,0,69,298,7,16
678,170,145,0,143,0,110,79,28,502
679,101,85,0,173,0,163,115,28,394
680,0,99,0,143,0,69,298,28,133
681,80,51,0,143,0,130,262,28,232
682,87,63,0,173,0,146,201,28,227
683,5,148,0,143,0,105,245,90,459
684,93,179,0,143,0,106,78,90,671
685,5,148,0,143,0,105,245,7,87
686,192,150,0,173,0,152,9,3,90
687,120,102,0,143,0,162,113,90,640
688,1,108,0,173,0,117,253,3,0
689,56,163,0,143,0,112,172,7,128
690,170,145,0,143,0,110,79,7,216
691,101,85,0,173,0,163,115,3,9
692,101,85,0,173,0,163,115,90,529
693,47,40,0,143,0,70,299,28,144
694,120,102,0,143,0,162,113,28,390
695,2,125,0,143,0,86,285,28,197
696,87,63,0,173,0,146,201,7,48
697,1,108,0,173,0,117,253,7,17
698,99,181,0,173,0,150,8,28,562
699,99,181,0,173,0,150,8,3,30
700,5,148,0,143,0,105,245,3,10
701,170,145,0,143,0,110,79,90,667
702,97,73,0,143,0,152,214,7,129
703,97,73,0,143,0,152,214,28,343
704,131,116,0,173,0,168,52,3,33
705,3,136,0,173,0,144,202,3,1
706,47,40,0,143,0,70,299,90,281
707,97,73,0,143,0,152,214,90,585
708,2,125,0,143,0,86,285,3,7
709,80,51,0,143,0,130,262,90,375
710,131,116,0,173,0,168,52,28,464
711,192,150,0,173,0,152,9,90,717
712,93,179,0,143,0,106,78,7,182
713,56,163,0,143,0,112,172,3,32
714,47,40,0,143,0,70,299,7,23
715,16,158,0,173,0,161,111,90,528
716,2,125,0,143,0,86,285,7,39
717,16,158,0,173,0,161,111,3,4
718,3,136,0,173,0,144,202,7,42
719,73,173,0,173,0,166,51,90,589
720,99,181,0,173,0,150,8,90,683
721,195,0,0,143,0,202,242,3,57
722,195,0,0,143,0,202,242,7,132
723,195,0,0,143,0,202,242,28,302
724,195,0,0,143,0,202,242,90,447
725,195,0,0,143,0,202,242,120,500
726,219,0,0,143,0,212,229,3,92
727,219,0,0,143,0,212,229,7,136
728,219,0,0,143,0,212,229,28,364
729,219,0,0,143,0,212,229,90,482
730,219,0,0,143,0,212,229,120,516
731,229,0,0,143,0,237,217,3,122
732,229,0,0,143,0,237,217,7,26
733,229,0,0,143,0,237,217,28,414
734,229,0,0,143,0,237,217,90,543
735,229,0,0,143,0,237,217,120,547
736,124,0,0,123,0,277,185,7,60
737,124,0,0,123,0,277,185,28,137
738,178,0,0,123,0,266,147,7,154
739,178,0,0,123,0,266,147,28,254
740,179,0,0,123,0,221,94,7,349
741,265,0,0,143,0,114,82,28,594
742,265,0,0,143,0,114,82,90,714
743,251,0,0,123,0,221,94,28,463
744,164,0,0,123,0,270,154,7,94
745,164,0,0,120,0,270,154,28,198
746,268,0,0,162,0,280,4,1,69
747,268,0,0,162,0,280,4,3,274
748,268,0,0,162,0,280,4,7,404
749,268,0,0,162,0,280,4,14,463
750,268,0,0,162,0,280,4,28,597
751,277,0,0,76,0,280,4,7,696
752,277,0,0,76,0,280,4,14,766
753,277,0,0,76,0,280,4,28,806
754,277,0,0,76,0,280,4,90,816
755,277,0,0,76,0,280,4,180,820
756,277,0,0,76,0,280,4,270,828
757,230,0,0,171,0,165,156,7,148
758,230,0,0,171,0,165,156,14,201
759,230,0,0,171,0,165,156,28,294
760,230,0,0,171,0,165,156,56,335
761,230,0,0,171,0,165,156,90,356
762,230,0,0,171,0,165,156,180,384
763,246,0,0,123,0,153,140,1,6
764,246,0,0,123,0,153,140,3,99
765,246,0,0,123,0,153,140,7,211
766,246,0,0,123,0,153,140,14,304
767,246,0,0,123,0,153,140,28,356
768,219,0,0,143,0,169,234,180,504
769,219,0,0,143,0,169,234,360,555
770,229,0,0,143,0,226,213,3,103
771,219,0,0,143,0,169,234,3,83
772,244,0,0,123,0,226,100,7,226
773,244,0,0,123,0,226,100,28,475
774,244,0,0,123,0,272,177,7,53
775,164,0,0,123,0,270,154,28,198
776,226,0,0,120,0,249,119,7,178
777,226,0,0,120,0,249,119,28,366
778,175,0,0,120,0,249,147,7,100
779,175,0,0,120,0,249,147,28,254
780,124,0,0,120,0,275,185,28,137
781,178,0,0,143,0,261,144,7,91
782,178,0,0,143,0,261,144,28,186
783,178,0,0,143,0,261,144,90,322
784,219,0,0,143,0,61,234,3,83
785,219,0,0,143,0,169,234,7,124
786,219,0,0,143,0,169,234,28,359
787,219,0,0,143,0,169,234,90,468
788,229,0,0,143,0,226,213,7,148
789,229,0,0,143,0,226,213,28,384
790,229,0,0,143,0,226,213,90,522
791,229,0,0,143,0,226,213,180,550
792,229,0,0,143,0,226,213,360,569
793,187,0,0,171,0,165,227,14,148
794,187,0,0,171,0,165,227,180,283
795,274,0,0,132,0,280,4,180,782
796,268,0,0,162,0,280,4,90,635
797,268,0,0,162,0,280,4,180,676
798,268,0,0,162,0,280,4,270,722
799,277,0,0,76,0,280,4,3,560
800,134,0,0,120,0,272,177,7,88
801,134,0,0,120,0,272,177,28,162
802,226,0,0,120,0,243,119,28,362
803,250,0,0,143,0,118,127,3,156
804,250,0,0,143,0,118,127,28,523
805,250,0,0,143,0,118,127,90,651
806,244,0,0,120,0,226,100,7,226
807,244,0,0,120,0,226,100,28,475
808,134,0,0,123,0,272,177,7,53
809,134,0,0,120,0,272,177,28,162
810,195,0,0,143,0,158,254,7,103
811,195,0,0,143,0,158,254,28,304
812,195,0,0,143,0,158,254,90,433
813,195,0,0,143,0,158,254,180,471
814,195,0,0,143,0,158,254,360,488
815,274,0,0,132,0,280,4,3,421
816,274,0,0,132,0,280,4,7,576
817,274,0,0,132,0,280,4,14,646
818,274,0,0,132,0,280,4,28,735
819,274,0,0,132,0,280,4,90,758
820,274,0,0,132,0,280,4,270,805
821,210,0,0,171,0,165,201,14,171
822,210,0,0,171,0,165,201,28,254
823,210,0,0,171,0,165,201,180,326
824,187,0,0,171,0,165,227,28,187
825,251,0,0,120,0,221,94,28,507
826,265,0,0,143,0,114,82,3,235
827,273,0,0,13,0,77,290,7,666
828,273,0,0,13,0,77,290,28,833
829,154,41,14,176,49,81,40,28,467
830,66,143,117,98,103,24,102,28,420
831,50,89,59,186,58,98,25,28,126
832,31,50,20,169,49,43,240,28,165
833,44,130,106,59,99,126,54,28,455
834,195,88,56,59,106,90,16,28,416
835,23,0,139,29,99,125,248,28,111
836,189,84,0,181,22,74,83,28,410
837,237,0,0,134,31,204,90,28,505
838,61,97,65,82,91,137,81,28,299
839,47,169,0,162,22,189,42,28,286
840,195,88,0,59,58,90,209,28,614
841,191,0,43,156,58,145,66,28,337
842,41,0,145,55,78,179,152,28,115
843,18,117,93,79,68,67,179,28,608
844,182,79,52,165,22,58,19,28,705
845,207,111,0,134,15,54,154,28,751
846,236,139,0,139,31,12,124,28,795
847,163,68,43,73,49,14,211,28,697
848,134,30,7,149,39,22,229,28,409
849,70,0,119,112,78,210,89,28,147
850,55,170,0,101,68,208,61,28,473
851,64,140,115,171,68,18,72,28,388
852,182,0,52,123,22,61,222,28,579
853,205,0,86,176,22,45,99,28,533
854,168,62,29,129,49,81,57,28,567
855,216,113,0,79,49,65,187,28,776
856,233,0,109,146,68,0,161,28,548
857,4,152,125,98,15,49,97,28,406
858,210,97,0,123,39,136,69,28,690
859,67,0,154,105,86,34,251,28,108
860,201,0,62,65,58,102,176,28,494
861,207,0,90,112,68,54,166,28,469
862,15,111,90,192,22,52,22,28,440
863,170,62,0,89,31,84,240,28,569
864,182,0,52,176,68,63,104,28,367
865,149,45,15,151,22,21,187,28,559
866,64,172,0,59,78,229,44,28,520
867,71,175,0,115,86,42,237,28,482
868,157,51,23,101,49,54,145,28,601
869,210,0,65,156,58,7,220,28,353
870,36,81,55,146,22,72,166,28,218
871,61,139,0,87,68,178,185,28,385
872,145,36,9,165,49,46,134,28,380
873,122,25,4,194,22,38,54,28,312
874,198,0,62,93,39,189,47,28,461
875,52,134,0,146,49,226,59,28,150
876,29,161,0,169,6,16,275,28,399
877,178,0,52,188,68,8,161,28,358
878,5,155,0,156,6,133,196,28,351
879,198,92,0,93,39,49,233,28,604
880,44,0,59,118,39,181,225,28,61
881,47,92,62,93,39,189,47,28,263
882,15,73,46,162,31,92,116,28,456
883,36,163,0,87,86,32,287,28,393
884,186,0,72,178,58,58,87,28,223
885,47,92,62,93,39,49,233,28,278
886,33,0,102,29,95,189,242,28,143
887,216,0,104,161,68,0,189,28,544
888,47,92,0,93,39,186,231,28,155
889,147,45,15,151,15,74,93,28,418
890,57,0,153,186,68,79,76,28,25
891,41,0,146,55,95,252,38,28,82
892,154,0,23,161,68,107,136,28,377
893,36,56,27,115,31,137,166,28,216
894,19,118,112,139,39,154,14,28,328
895,143,39,9,69,58,114,140,28,658
896,198,105,0,93,58,94,129,28,692
897,165,60,0,59,31,158,193,28,549
898,223,0,0,112,6,175,227,28,611
899,25,0,99,105,68,171,219,28,76
900,38,165,0,79,78,249,36,28,476
901,23,121,97,143,39,4,211,28,332
902,219,121,0,151,39,3,205,28,742
903,52,0,112,146,49,226,59,28,65
904,52,134,0,146,49,56,269,28,221
905,8,0,131,101,58,148,211,28,78
906,150,46,18,93,58,87,108,28,518
907,201,92,62,98,39,52,49,28,623
908,198,92,0,2,39,186,231,28,607
909,29,125,0,112,6,175,227,28,220
910,23,77,48,93,31,120,154,28,275
911,33,0,142,105,91,28,280,28,113
912,159,53,25,139,31,128,31,28,589
913,182,0,52,48,86,137,177,28,449
914,198,92,0,93,39,189,47,28,550
915,52,137,112,149,49,63,63,28,316
916,172,75,0,151,22,100,132,28,624
917,33,127,0,69,3,186,238,28,288
918,25,0,141,169,39,12,271,28,45
919,198,0,0,93,39,186,231,28,252
920,10,107,86,73,58,98,141,28,318
921,52,0,112,146,49,56,269,28,34
922,139,35,8,132,22,95,112,28,421
923,66,152,133,183,58,11,12,28,531
924,10,147,39,161,22,32,176,28,290
925,67,109,90,157,39,148,13,28,293
926,66,160,129,169,58,10,40,28,346
927,56,160,121,162,49,8,64,28,398
928,36,99,151,143,39,111,7,28,243
929,8,41,150,156,22,151,14,28,191
930,61,153,125,165,31,33,32,28,348
931,23,3,153,87,22,207,69,28,109
932,50,126,146,190,31,30,3,28,234
933,74,139,153,120,31,79,11,28,225
934,88,23,149,179,22,98,7,28,207
935,55,130,148,188,31,39,6,28,323
936,121,24,5,193,22,37,55,28,312
937,199,0,62,95,39,188,46,28,461
938,51,135,0,147,50,227,58,28,151
939,28,162,0,170,8,16,274,28,384
940,178,0,50,189,63,9,162,28,358
941,6,156,0,155,7,134,197,28,315
942,199,92,0,95,39,50,233,28,549
943,42,0,58,119,38,181,224,28,61
944,48,92,62,95,39,188,46,28,263
945,14,72,47,163,34,92,117,28,456
946,37,163,0,86,83,31,286,28,393
947,185,0,71,177,57,59,86,28,223
948,48,92,62,95,39,50,233,28,278
949,34,0,101,30,96,187,243,28,144
950,217,0,103,161,66,1,190,28,499
951,46,91,0,94,39,185,232,28,155
952,146,44,16,153,15,75,92,28,418
953,58,0,152,185,68,78,75,28,25
954,39,0,147,54,93,253,38,28,82
955,152,0,22,160,64,109,137,28,378
956,36,55,26,114,32,140,168,28,216
957,19,119,110,138,43,156,15,28,329
958,142,38,11,68,62,113,139,28,658
959,197,104,0,91,54,93,131,28,693
960,165,59,0,61,33,159,194,28,549
961,224,0,0,111,8,174,226,28,612
962,24,0,98,104,69,172,218,28,76
963,38,164,0,78,77,251,35,28,476
964,21,122,96,141,44,5,212,28,332
965,218,120,0,150,40,3,206,28,743
966,51,0,111,147,50,227,58,28,65
967,51,135,0,147,50,57,268,28,221
968,7,0,130,102,58,148,210,28,78
969,151,47,19,92,62,85,107,28,518
970,201,93,63,97,39,53,50,28,623
971,196,91,0,3,39,185,232,28,607
972,27,124,0,111,8,174,226,28,220
973,22,78,49,94,35,121,155,28,276
974,34,0,143,108,91,27,281,28,114
975,159,52,25,137,31,129,30,28,590
976,183,0,53,46,85,138,177,28,450
977,199,92,0,95,39,188,46,28,550
978,53,136,113,148,51,62,62,28,316
979,172,74,0,150,18,101,133,28,625
980,32,128,0,70,4,186,239,28,288
981,26,0,140,167,37,12,270,28,45
982,196,0,0,94,39,185,232,28,252
983,11,106,85,72,62,97,143,28,318
984,51,0,111,147,50,57,268,28,34
985,140,34,8,131,27,95,114,28,421
986,153,42,13,175,49,81,39,28,467
987,66,144,118,96,102,25,103,28,420
988,49,90,60,187,59,99,24,28,126
989,30,49,21,168,47,43,241,28,165
990,43,131,105,56,100,126,53,28,455
991,194,87,57,57,107,89,17,28,491
992,20,0,138,32,98,124,249,28,111
993,188,83,0,180,24,76,84,28,410
994,238,0,0,135,29,205,91,28,506
995,59,96,65,83,91,139,80,28,299
996,45,168,0,162,25,187,41,28,286
997,195,87,0,58,58,91,209,28,614
998,190,0,41,156,56,147,67,28,337
999,40,0,144,53,74,180,153,28,115
1000,17,115,92,77,67,66,180,28,608
1001,181,80,51,166,22,60,20,28,705
1002,208,112,0,136,14,54,154,28,752
1003,236,139,0,140,28,13,123,28,795
1004,162,67,44,75,53,15,210,28,698
1005,135,31,6,148,42,23,230,28,409
1006,69,0,120,109,75,211,88,28,147
1007,54,171,0,103,65,208,60,28,473
1008,65,140,116,172,71,17,71,28,442
1009,183,0,52,124,23,61,223,28,579
1010,204,0,87,175,19,44,98,28,533
1011,169,61,28,128,51,82,56,28,593
1012,215,114,0,79,48,64,187,28,777
1013,232,0,108,147,68,2,162,28,548
1014,4,151,124,97,18,48,96,28,407
1015,212,95,0,122,44,136,70,28,691
1016,68,0,155,107,83,35,251,28,108
1017,200,0,61,64,59,103,175,28,494
1018,209,0,89,113,73,55,165,28,470
1019,13,110,88,191,20,51,21,28,440
1020,171,62,0,90,31,83,241,28,570
1021,184,0,52,175,69,62,105,28,368
1022,148,45,17,154,21,20,188,28,559
1023,63,172,0,62,80,230,45,28,521
1024,71,174,0,116,84,41,236,28,483
1025,158,51,24,99,48,55,146,28,601
1026,211,0,64,156,62,6,221,28,353
1027,35,82,54,144,23,73,166,28,219
1028,62,138,0,85,71,177,184,28,386
1029,144,37,10,164,45,47,135,28,380
